Serial_number:
1024481
Project ID:
CWS_2014
Location:
NFY
Level
UNIT: m
Offset: 0.000000 m
Altitude: 715.000000 m
Temperature
UNIT: Deg C
Date,Time,ms,Level,Temperature
2015/05/23,19:15:00,0,-8.1138,0
2015/05/23,19:30:00,0,-8.1090,0
2015/05/23,19:45:00,0,-8.1089,0
2015/05/23,20:00:00,0,-8.1033,0
2015/05/23,20:15:00,0,-8.0991,0
2015/05/23,20:30:00,0,-8.1000,0
2015/05/23,20:45:00,0,-8.0990,0
2015/05/23,21:00:00,0,-8.1008,0
2015/05/23,21:15:00,0,-8.1044,0
2015/05/23,21:30:00,0,-8.1075,0
2015/05/23,21:45:00,0,-8.1067,0
2015/05/23,22:00:00,0,-8.1123,0
2015/05/23,22:15:00,0,-8.1130,0
2015/05/23,22:30:00,0,-8.1160,0
2015/05/23,22:45:00,0,-8.1192,0
2015/05/23,23:00:00,0,-8.1213,0
2015/05/23,23:15:00,0,-8.1213,0
2015/05/23,23:30:00,0,-8.1289,0
2015/05/23,23:45:00,0,-8.1283,0
2015/05/24,00:00:00,0,-8.1274,0
2015/05/24,00:15:00,0,-8.1305,0
2015/05/24,00:30:00,0,-8.1343,0
2015/05/24,00:45:00,0,-8.1303,0
2015/05/24,01:00:00,0,-8.1334,0
2015/05/24,01:15:00,0,-8.1337,0
2015/05/24,01:30:00,0,-8.1364,0
2015/05/24,01:45:00,0,-8.1372,0
2015/05/24,02:00:00,0,-8.1365,0
2015/05/24,02:15:00,0,-8.1396,0
2015/05/24,02:30:00,0,-8.1393,0
2015/05/24,02:45:00,0,-8.1379,0
2015/05/24,03:00:00,0,-8.1422,0
2015/05/24,03:15:00,0,-8.1403,0
2015/05/24,03:30:00,0,-8.1420,0
2015/05/24,03:45:00,0,-8.1420,0
2015/05/24,04:00:00,0,-8.1459,0
2015/05/24,04:15:00,0,-8.1424,0
2015/05/24,04:30:00,0,-8.1400,0
2015/05/24,04:45:00,0,-8.1403,0
2015/05/24,05:00:00,0,-8.1406,0
2015/05/24,05:15:00,0,-8.1387,0
2015/05/24,05:30:00,0,-8.1382,0
2015/05/24,05:45:00,0,-8.1392,0
2015/05/24,06:00:00,0,-8.1415,0
2015/05/24,06:15:00,0,-8.1395,0
2015/05/24,06:30:00,0,-8.1390,0
2015/05/24,06:45:00,0,-8.1433,0
2015/05/24,07:00:00,0,-8.1439,0
2015/05/24,07:15:00,0,-8.1463,0
2015/05/24,07:30:00,0,-8.1464,0
2015/05/24,07:45:00,0,-8.1497,0
2015/05/24,08:00:00,0,-8.1499,0
2015/05/24,08:15:00,0,-8.1513,0
2015/05/24,08:30:00,0,-8.1552,0
2015/05/24,08:45:00,0,-8.1559,0
2015/05/24,09:00:00,0,-8.1582,0
2015/05/24,09:15:00,0,-8.1625,0
2015/05/24,09:30:00,0,-8.1647,0
2015/05/24,09:45:00,0,-8.1646,0
2015/05/24,10:00:00,0,-8.1688,0
2015/05/24,10:15:00,0,-8.1690,0
2015/05/24,10:30:00,0,-8.1745,0
2015/05/24,10:45:00,0,-8.1814,0
2015/05/24,11:00:00,0,-8.1895,0
2015/05/24,11:15:00,0,-8.1895,0
2015/05/24,11:30:00,0,-8.1913,0
2015/05/24,11:45:00,0,-8.1936,0
2015/05/24,12:00:00,0,-8.1962,0
2015/05/24,12:15:00,0,-8.1938,0
2015/05/24,12:30:00,0,-8.1971,0
2015/05/24,12:45:00,0,-8.1974,0
2015/05/24,13:00:00,0,-8.1984,0
2015/05/24,13:15:00,0,-8.1995,0
2015/05/24,13:30:00,0,-8.2029,0
2015/05/24,13:45:00,0,-8.2033,0
2015/05/24,14:00:00,0,-8.2076,0
2015/05/24,14:15:00,0,-8.2067,0
2015/05/24,14:30:00,0,-8.2112,0
2015/05/24,14:45:00,0,-8.2127,0
2015/05/24,15:00:00,0,-8.2124,0
2015/05/24,15:15:00,0,-8.2161,0
2015/05/24,15:30:00,0,-8.2164,0
2015/05/24,15:45:00,0,-8.2179,0
2015/05/24,16:00:00,0,-8.2201,0
2015/05/24,16:15:00,0,-8.2164,0
2015/05/24,16:30:00,0,-8.2212,0
2015/05/24,16:45:00,0,-8.2240,0
2015/05/24,17:00:00,0,-8.2222,0
2015/05/24,17:15:00,0,-8.2221,0
2015/05/24,17:30:00,0,-8.2262,0
2015/05/24,17:45:00,0,-8.2265,0
2015/05/24,18:00:00,0,-8.2281,0
2015/05/24,18:15:00,0,-8.2290,0
2015/05/24,18:30:00,0,-8.2292,0
2015/05/24,18:45:00,0,-8.2301,0
2015/05/24,19:00:00,0,-8.2314,0
2015/05/24,19:15:00,0,-8.2360,0
2015/05/24,19:30:00,0,-8.2338,0
2015/05/24,19:45:00,0,-8.2350,0
2015/05/24,20:00:00,0,-8.2352,0
2015/05/24,20:15:00,0,-8.2356,0
2015/05/24,20:30:00,0,-8.2374,0
2015/05/24,20:45:00,0,-8.2397,0
2015/05/24,21:00:00,0,-8.2384,0
2015/05/24,21:15:00,0,-8.2391,0
2015/05/24,21:30:00,0,-8.2399,0
2015/05/24,21:45:00,0,-8.2398,0
2015/05/24,22:00:00,0,-8.2436,0
2015/05/24,22:15:00,0,-8.2430,0
2015/05/24,22:30:00,0,-8.2408,0
2015/05/24,22:45:00,0,-8.2399,0
2015/05/24,23:00:00,0,-8.2395,0
2015/05/24,23:15:00,0,-8.2428,0
2015/05/24,23:30:00,0,-8.2428,0
2015/05/24,23:45:00,0,-8.2415,0
2015/05/25,00:00:00,0,-8.2407,0
2015/05/25,00:15:00,0,-8.2411,0
2015/05/25,00:30:00,0,-8.2399,0
2015/05/25,00:45:00,0,-8.2377,0
2015/05/25,01:00:00,0,-8.2368,0
2015/05/25,01:15:00,0,-8.2351,0
2015/05/25,01:30:00,0,-8.2368,0
2015/05/25,01:45:00,0,-8.2394,0
2015/05/25,02:00:00,0,-8.2395,0
2015/05/25,02:15:00,0,-8.2432,0
2015/05/25,02:30:00,0,-8.2430,0
2015/05/25,02:45:00,0,-8.2461,0
2015/05/25,03:00:00,0,-8.2489,0
2015/05/25,03:15:00,0,-8.2501,0
2015/05/25,03:30:00,0,-8.2523,0
2015/05/25,03:45:00,0,-8.2513,0
2015/05/25,04:00:00,0,-8.2541,0
2015/05/25,04:15:00,0,-8.2542,0
2015/05/25,04:30:00,0,-8.2545,0
2015/05/25,04:45:00,0,-8.2544,0
2015/05/25,05:00:00,0,-8.2565,0
2015/05/25,05:15:00,0,-8.2558,0
2015/05/25,05:30:00,0,-8.2590,0
2015/05/25,05:45:00,0,-8.2597,0
2015/05/25,06:00:00,0,-8.2621,0
2015/05/25,06:15:00,0,-8.2616,0
2015/05/25,06:30:00,0,-8.2595,0
2015/05/25,06:45:00,0,-8.2630,0
2015/05/25,07:00:00,0,-8.2610,0
2015/05/25,07:15:00,0,-8.2637,0
2015/05/25,07:30:00,0,-8.2626,0
2015/05/25,07:45:00,0,-8.2647,0
2015/05/25,08:00:00,0,-8.2664,0
2015/05/25,08:15:00,0,-8.2664,0
2015/05/25,08:30:00,0,-8.2690,0
2015/05/25,08:45:00,0,-8.2661,0
2015/05/25,09:00:00,0,-8.2715,0
2015/05/25,09:15:00,0,-8.2710,0
2015/05/25,09:30:00,0,-8.2719,0
2015/05/25,09:45:00,0,-8.2741,0
2015/05/25,10:00:00,0,-8.2729,0
2015/05/25,10:15:00,0,-8.2744,0
2015/05/25,10:30:00,0,-8.2730,0
2015/05/25,10:45:00,0,-8.2744,0
2015/05/25,11:00:00,0,-8.2759,0
2015/05/25,11:15:00,0,-8.2761,0
2015/05/25,11:30:00,0,-8.2781,0
2015/05/25,11:45:00,0,-8.2753,0
2015/05/25,12:00:00,0,-8.2781,0
2015/05/25,12:15:00,0,-8.2762,0
2015/05/25,12:30:00,0,-8.2778,0
2015/05/25,12:45:00,0,-8.2774,0
2015/05/25,13:00:00,0,-8.2757,0
2015/05/25,13:15:00,0,-8.2785,0
2015/05/25,13:30:00,0,-8.2778,0
2015/05/25,13:45:00,0,-8.2796,0
2015/05/25,14:00:00,0,-8.2787,0
2015/05/25,14:15:00,0,-8.2794,0
2015/05/25,14:30:00,0,-8.2783,0
2015/05/25,14:45:00,0,-8.2797,0
2015/05/25,15:00:00,0,-8.2799,0
2015/05/25,15:15:00,0,-8.2825,0
2015/05/25,15:30:00,0,-8.2786,0
2015/05/25,15:45:00,0,-8.2822,0
2015/05/25,16:00:00,0,-8.2777,0
2015/05/25,16:15:00,0,-8.2814,0
2015/05/25,16:30:00,0,-8.2794,0
2015/05/25,16:45:00,0,-8.2811,0
2015/05/25,17:00:00,0,-8.2794,0
2015/05/25,17:15:00,0,-8.2855,0
2015/05/25,17:30:00,0,-8.2828,0
2015/05/25,17:45:00,0,-8.2830,0
2015/05/25,18:00:00,0,-8.2830,0
2015/05/25,18:15:00,0,-8.2847,0
2015/05/25,18:30:00,0,-8.2843,0
2015/05/25,18:45:00,0,-8.2876,0
2015/05/25,19:00:00,0,-8.2867,0
2015/05/25,19:15:00,0,-8.2875,0
2015/05/25,19:30:00,0,-8.2862,0
2015/05/25,19:45:00,0,-8.2873,0
2015/05/25,20:00:00,0,-8.2881,0
2015/05/25,20:15:00,0,-8.2882,0
2015/05/25,20:30:00,0,-8.2888,0
2015/05/25,20:45:00,0,-8.2913,0
2015/05/25,21:00:00,0,-8.2903,0
2015/05/25,21:15:00,0,-8.2934,0
2015/05/25,21:30:00,0,-8.2904,0
2015/05/25,21:45:00,0,-8.2934,0
2015/05/25,22:00:00,0,-8.2915,0
2015/05/25,22:15:00,0,-8.2924,0
2015/05/25,22:30:00,0,-8.2933,0
2015/05/25,22:45:00,0,-8.2931,0
2015/05/25,23:00:00,0,-8.2946,0
2015/05/25,23:15:00,0,-8.2958,0
2015/05/25,23:30:00,0,-8.2939,0
2015/05/25,23:45:00,0,-8.2951,0
2015/05/26,00:00:00,0,-8.2963,0
2015/05/26,00:15:00,0,-8.2983,0
2015/05/26,00:30:00,0,-8.2962,0
2015/05/26,00:45:00,0,-8.2977,0
2015/05/26,01:00:00,0,-8.2994,0
2015/05/26,01:15:00,0,-8.2976,0
2015/05/26,01:30:00,0,-8.2997,0
2015/05/26,01:45:00,0,-8.3007,0
2015/05/26,02:00:00,0,-8.3013,0
2015/05/26,02:15:00,0,-8.2992,0
2015/05/26,02:30:00,0,-8.3013,0
2015/05/26,02:45:00,0,-8.3015,0
2015/05/26,03:00:00,0,-8.3013,0
2015/05/26,03:15:00,0,-8.3038,0
2015/05/26,03:30:00,0,-8.3046,0
2015/05/26,03:45:00,0,-8.3049,0
2015/05/26,04:00:00,0,-8.3106,0
2015/05/26,04:15:00,0,-8.3108,0
2015/05/26,04:30:00,0,-8.3119,0
2015/05/26,04:45:00,0,-8.3109,0
2015/05/26,05:00:00,0,-8.3111,0
2015/05/26,05:15:00,0,-8.3133,0
2015/05/26,05:30:00,0,-8.3144,0
2015/05/26,05:45:00,0,-8.3123,0
2015/05/26,06:00:00,0,-8.3149,0
2015/05/26,06:15:00,0,-8.3151,0
2015/05/26,06:30:00,0,-8.3134,0
2015/05/26,06:45:00,0,-8.3119,0
2015/05/26,07:00:00,0,-8.3141,0
2015/05/26,07:15:00,0,-8.3152,0
2015/05/26,07:30:00,0,-8.3161,0
2015/05/26,07:45:00,0,-8.3168,0
2015/05/26,08:00:00,0,-8.3174,0
2015/05/26,08:15:00,0,-8.3160,0
2015/05/26,08:30:00,0,-8.3182,0
2015/05/26,08:45:00,0,-8.3189,0
2015/05/26,09:00:00,0,-8.3193,0
2015/05/26,09:15:00,0,-8.3179,0
2015/05/26,09:30:00,0,-8.3173,0
2015/05/26,09:45:00,0,-8.3191,0
2015/05/26,10:00:00,0,-8.3205,0
2015/05/26,10:15:00,0,-8.3210,0
2015/05/26,10:30:00,0,-8.3199,0
2015/05/26,10:45:00,0,-8.3181,0
2015/05/26,11:00:00,0,-8.3205,0
2015/05/26,11:15:00,0,-8.3219,0
2015/05/26,11:30:00,0,-8.3207,0
2015/05/26,11:45:00,0,-8.3185,0
2015/05/26,12:00:00,0,-8.3210,0
2015/05/26,12:15:00,0,-8.3207,0
2015/05/26,12:30:00,0,-8.3202,0
2015/05/26,12:45:00,0,-8.3195,0
2015/05/26,13:00:00,0,-8.3217,0
2015/05/26,13:15:00,0,-8.3217,0
2015/05/26,13:30:00,0,-8.3210,0
2015/05/26,13:45:00,0,-8.3185,0
2015/05/26,14:00:00,0,-8.3221,0
2015/05/26,14:15:00,0,-8.3202,0
2015/05/26,14:30:00,0,-8.3227,0
2015/05/26,14:45:00,0,-8.3202,0
2015/05/26,15:00:00,0,-8.3209,0
2015/05/26,15:15:00,0,-8.3237,0
2015/05/26,15:30:00,0,-8.3208,0
2015/05/26,15:45:00,0,-8.3217,0
2015/05/26,16:00:00,0,-8.3225,0
2015/05/26,16:15:00,0,-8.3227,0
2015/05/26,16:30:00,0,-8.3225,0
2015/05/26,16:45:00,0,-8.3213,0
2015/05/26,17:00:00,0,-8.3220,0
2015/05/26,17:15:00,0,-8.3222,0
2015/05/26,17:30:00,0,-8.3229,0
2015/05/26,17:45:00,0,-8.3240,0
2015/05/26,18:00:00,0,-8.3239,0
2015/05/26,18:15:00,0,-8.3250,0
2015/05/26,18:30:00,0,-8.3264,0
2015/05/26,18:45:00,0,-8.3250,0
2015/05/26,19:00:00,0,-8.3246,0
2015/05/26,19:15:00,0,-8.3251,0
2015/05/26,19:30:00,0,-8.3243,0
2015/05/26,19:45:00,0,-8.3252,0
2015/05/26,20:00:00,0,-8.3256,0
2015/05/26,20:15:00,0,-8.3251,0
2015/05/26,20:30:00,0,-8.3270,0
2015/05/26,20:45:00,0,-8.3283,0
2015/05/26,21:00:00,0,-8.3278,0
2015/05/26,21:15:00,0,-8.3275,0
2015/05/26,21:30:00,0,-8.3300,0
2015/05/26,21:45:00,0,-8.3299,0
2015/05/26,22:00:00,0,-8.3310,0
2015/05/26,22:15:00,0,-8.3306,0
2015/05/26,22:30:00,0,-8.3296,0
2015/05/26,22:45:00,0,-8.3323,0
2015/05/26,23:00:00,0,-8.3305,0
2015/05/26,23:15:00,0,-8.3330,0
2015/05/26,23:30:00,0,-8.3336,0
2015/05/26,23:45:00,0,-8.3346,0
2015/05/27,00:00:00,0,-8.3314,0
2015/05/27,00:15:00,0,-8.3334,0
2015/05/27,00:30:00,0,-8.3355,0
2015/05/27,00:45:00,0,-8.3338,0
2015/05/27,01:00:00,0,-8.3336,0
2015/05/27,01:15:00,0,-8.3323,0
2015/05/27,01:30:00,0,-8.3353,0
2015/05/27,01:45:00,0,-8.3360,0
2015/05/27,02:00:00,0,-8.3363,0
2015/05/27,02:15:00,0,-8.3349,0
2015/05/27,02:30:00,0,-8.3354,0
2015/05/27,02:45:00,0,-8.3356,0
2015/05/27,03:00:00,0,-8.3362,0
2015/05/27,03:15:00,0,-8.3384,0
2015/05/27,03:30:00,0,-8.3364,0
2015/05/27,03:45:00,0,-8.3377,0
2015/05/27,04:00:00,0,-8.3405,0
2015/05/27,04:15:00,0,-8.3388,0
2015/05/27,04:30:00,0,-8.3376,0
2015/05/27,04:45:00,0,-8.3387,0
2015/05/27,05:00:00,0,-8.3395,0
2015/05/27,05:15:00,0,-8.3386,0
2015/05/27,05:30:00,0,-8.3395,0
2015/05/27,05:45:00,0,-8.3402,0
2015/05/27,06:00:00,0,-8.3412,0
2015/05/27,06:15:00,0,-8.3420,0
2015/05/27,06:30:00,0,-8.3406,0
2015/05/27,06:45:00,0,-8.3417,0
2015/05/27,07:00:00,0,-8.3416,0
2015/05/27,07:15:00,0,-8.3432,0
2015/05/27,07:30:00,0,-8.3414,0
2015/05/27,07:45:00,0,-8.3439,0
2015/05/27,08:00:00,0,-8.3424,0
2015/05/27,08:15:00,0,-8.3459,0
2015/05/27,08:30:00,0,-8.3437,0
2015/05/27,08:45:00,0,-8.3441,0
2015/05/27,09:00:00,0,-8.3437,0
2015/05/27,09:15:00,0,-8.3457,0
2015/05/27,09:30:00,0,-8.3437,0
2015/05/27,09:45:00,0,-8.3475,0
2015/05/27,10:00:00,0,-8.3447,0
2015/05/27,10:15:00,0,-8.3443,0
2015/05/27,10:30:00,0,-8.3441,0
2015/05/27,10:45:00,0,-8.3457,0
2015/05/27,11:00:00,0,-8.3445,0
2015/05/27,11:15:00,0,-8.3448,0
2015/05/27,11:30:00,0,-8.3454,0
2015/05/27,11:45:00,0,-8.3453,0
2015/05/27,12:00:00,0,-8.3444,0
2015/05/27,12:15:00,0,-8.3435,0
2015/05/27,12:30:00,0,-8.3435,0
2015/05/27,12:45:00,0,-8.3433,0
2015/05/27,13:00:00,0,-8.3442,0
2015/05/27,13:15:00,0,-8.3441,0
2015/05/27,13:30:00,0,-8.3439,0
2015/05/27,13:45:00,0,-8.3460,0
2015/05/27,14:00:00,0,-8.3432,0
2015/05/27,14:15:00,0,-8.3440,0
2015/05/27,14:30:00,0,-8.3439,0
2015/05/27,14:45:00,0,-8.3441,0
2015/05/27,15:00:00,0,-8.3444,0
2015/05/27,15:15:00,0,-8.3443,0
2015/05/27,15:30:00,0,-8.3447,0
2015/05/27,15:45:00,0,-8.3440,0
2015/05/27,16:00:00,0,-8.3438,0
2015/05/27,16:15:00,0,-8.3475,0
2015/05/27,16:30:00,0,-8.3443,0
2015/05/27,16:45:00,0,-8.3462,0
2015/05/27,17:00:00,0,-8.3480,0
2015/05/27,17:15:00,0,-8.3450,0
2015/05/27,17:30:00,0,-8.3465,0
2015/05/27,17:45:00,0,-8.3483,0
2015/05/27,18:00:00,0,-8.3475,0
2015/05/27,18:15:00,0,-8.3462,0
2015/05/27,18:30:00,0,-8.3480,0
2015/05/27,18:45:00,0,-8.3469,0
2015/05/27,19:00:00,0,-8.3477,0
2015/05/27,19:15:00,0,-8.3495,0
2015/05/27,19:30:00,0,-8.3482,0
2015/05/27,19:45:00,0,-8.3499,0
2015/05/27,20:00:00,0,-8.3493,0
2015/05/27,20:15:00,0,-8.3491,0
2015/05/27,20:30:00,0,-8.3480,0
2015/05/27,20:45:00,0,-8.3496,0
2015/05/27,21:00:00,0,-8.3498,0
2015/05/27,21:15:00,0,-8.3505,0
2015/05/27,21:30:00,0,-8.3502,0
2015/05/27,21:45:00,0,-8.3515,0
2015/05/27,22:00:00,0,-8.3481,0
2015/05/27,22:15:00,0,-8.3527,0
2015/05/27,22:30:00,0,-8.3522,0
2015/05/27,22:45:00,0,-8.3525,0
2015/05/27,23:00:00,0,-8.3540,0
2015/05/27,23:15:00,0,-8.3539,0
2015/05/27,23:30:00,0,-8.3519,0
2015/05/27,23:45:00,0,-8.3554,0
2015/05/28,00:00:00,0,-8.3537,0
2015/05/28,00:15:00,0,-8.3553,0
2015/05/28,00:30:00,0,-8.3518,0
2015/05/28,00:45:00,0,-8.3574,0
2015/05/28,01:00:00,0,-8.3532,0
2015/05/28,01:15:00,0,-8.3548,0
2015/05/28,01:30:00,0,-8.3572,0
2015/05/28,01:45:00,0,-8.3548,0
2015/05/28,02:00:00,0,-8.3552,0
2015/05/28,02:15:00,0,-8.3555,0
2015/05/28,02:30:00,0,-8.3578,0
2015/05/28,02:45:00,0,-8.3544,0
2015/05/28,03:00:00,0,-8.3562,0
2015/05/28,03:15:00,0,-8.3554,0
2015/05/28,03:30:00,0,-8.3586,0
2015/05/28,03:45:00,0,-8.3585,0
2015/05/28,04:00:00,0,-8.3574,0
2015/05/28,04:15:00,0,-8.3625,0
2015/05/28,04:30:00,0,-8.3597,0
2015/05/28,04:45:00,0,-8.3648,0
2015/05/28,05:00:00,0,-8.3642,0
2015/05/28,05:15:00,0,-8.3639,0
2015/05/28,05:30:00,0,-8.3611,0
2015/05/28,05:45:00,0,-8.3608,0
2015/05/28,06:00:00,0,-8.3604,0
2015/05/28,06:15:00,0,-8.3642,0
2015/05/28,06:30:00,0,-8.3631,0
2015/05/28,06:45:00,0,-8.3636,0
2015/05/28,07:00:00,0,-8.3647,0
2015/05/28,07:15:00,0,-8.3642,0
2015/05/28,07:30:00,0,-8.3638,0
2015/05/28,07:45:00,0,-8.3633,0
2015/05/28,08:00:00,0,-8.3629,0
2015/05/28,08:15:00,0,-8.3651,0
2015/05/28,08:30:00,0,-8.3633,0
2015/05/28,08:45:00,0,-8.3664,0
2015/05/28,09:00:00,0,-8.3662,0
2015/05/28,09:15:00,0,-8.3638,0
2015/05/28,09:30:00,0,-8.3650,0
2015/05/28,09:45:00,0,-8.3650,0
2015/05/28,10:00:00,0,-8.3627,0
2015/05/28,10:15:00,0,-8.3653,0
2015/05/28,10:30:00,0,-8.3651,0
2015/05/28,10:45:00,0,-8.3652,0
2015/05/28,11:00:00,0,-8.3647,0
2015/05/28,11:15:00,0,-8.3657,0
2015/05/28,11:30:00,0,-8.3668,0
2015/05/28,11:45:00,0,-8.3642,0
2015/05/28,12:00:00,0,-8.3639,0
2015/05/28,12:15:00,0,-8.3646,0
2015/05/28,12:30:00,0,-8.3643,0
2015/05/28,12:45:00,0,-8.3648,0
2015/05/28,13:00:00,0,-8.3628,0
2015/05/28,13:15:00,0,-8.3640,0
2015/05/28,13:30:00,0,-8.3640,0
2015/05/28,13:45:00,0,-8.3653,0
2015/05/28,14:00:00,0,-8.3624,0
2015/05/28,14:15:00,0,-8.3646,0
2015/05/28,14:30:00,0,-8.3656,0
2015/05/28,14:45:00,0,-8.3629,0
2015/05/28,15:00:00,0,-8.3639,0
2015/05/28,15:15:00,0,-8.3670,0
2015/05/28,15:30:00,0,-8.3645,0
2015/05/28,15:45:00,0,-8.3674,0
2015/05/28,16:00:00,0,-8.3660,0
2015/05/28,16:15:00,0,-8.3647,0
2015/05/28,16:30:00,0,-8.3642,0
2015/05/28,16:45:00,0,-8.3644,0
2015/05/28,17:00:00,0,-8.3660,0
2015/05/28,17:15:00,0,-8.3670,0
2015/05/28,17:30:00,0,-8.3690,0
2015/05/28,17:45:00,0,-8.3664,0
2015/05/28,18:00:00,0,-8.3664,0
2015/05/28,18:15:00,0,-8.3665,0
2015/05/28,18:30:00,0,-8.3678,0
2015/05/28,18:45:00,0,-8.3651,0
2015/05/28,19:00:00,0,-8.3652,0
2015/05/28,19:15:00,0,-8.3663,0
2015/05/28,19:30:00,0,-8.3675,0
2015/05/28,19:45:00,0,-8.3677,0
