x,y,Group
307.3939394,131.0505319,A
503.2727273,131.0505319,A
507.1515152,131.0505319,A
509.0909091,131.0505319,A
132.8484848,129.1090426,A
303.5151515,129.1090426,A
305.4545455,129.1090426,A
503.2727273,129.1090426,A
511.030303,129.1090426,A
134.7878788,127.1675532,A
299.6363636,127.1675532,A
303.5151515,127.1675532,A
505.2121212,127.1675532,A
509.0909091,127.1675532,A
301.5757576,125.2260638,A
507.1515152,125.2260638,A
511.030303,125.2260638,A
136.7272727,123.2845745,A
138.6666667,123.2845745,A
140.6060606,123.2845745,A
299.6363636,123.2845745,A
507.1515152,123.2845745,A
511.030303,123.2845745,A
132.8484848,121.3430851,A
138.6666667,121.3430851,A
297.6969697,121.3430851,A
509.0909091,121.3430851,A
511.030303,121.3430851,A
138.6666667,119.4015957,A
297.6969697,119.4015957,A
509.0909091,119.4015957,A
511.030303,119.4015957,A
138.6666667,117.4601064,A
295.7575758,117.4601064,A
138.6666667,115.518617,A
295.7575758,115.518617,A
138.6666667,113.5771277,A
293.8181818,113.5771277,A
511.030303,113.5771277,A
144.4848485,111.6356383,A
289.9393939,111.6356383,A
291.8787879,111.6356383,A
293.8181818,111.6356383,A
511.030303,111.6356383,A
291.8787879,107.7526596,A
291.8787879,105.8111702,A
291.8787879,103.8696809,A
144.4848485,101.9281915,A
291.8787879,101.9281915,A
247.2727273,99.98670213,A
289.9393939,99.98670213,A
241.4545455,98.04521277,A
245.3333333,98.04521277,A
247.2727273,98.04521277,A
289.9393939,98.04521277,A
235.6363636,96.1037234,A
243.3939394,96.1037234,A
247.2727273,96.1037234,A
289.9393939,96.1037234,A
140.6060606,94.16223404,A
239.5151515,94.16223404,A
241.4545455,94.16223404,A
243.3939394,94.16223404,A
291.8787879,94.16223404,A
293.8181818,94.16223404,A
140.6060606,92.22074468,A
165.8181818,92.22074468,A
235.6363636,92.22074468,A
237.5757576,92.22074468,A
249.2121212,92.22074468,A
291.8787879,92.22074468,A
140.6060606,90.27925532,A
171.6363636,90.27925532,A
224,90.27925532,A
231.7575758,90.27925532,A
233.6969697,90.27925532,A
249.2121212,90.27925532,A
253.0909091,90.27925532,A
293.8181818,90.27925532,A
140.6060606,88.33776596,A
175.5151515,88.33776596,A
216.2424242,88.33776596,A
218.1818182,88.33776596,A
220.1212121,88.33776596,A
222.0606061,88.33776596,A
224,88.33776596,A
225.9393939,88.33776596,A
227.8787879,88.33776596,A
229.8181818,88.33776596,A
249.2121212,88.33776596,A
293.8181818,88.33776596,A
140.6060606,86.3962766,A
167.7575758,86.3962766,A
216.2424242,86.3962766,A
293.8181818,86.3962766,A
295.7575758,86.3962766,A
136.7272727,84.45478723,A
140.6060606,84.45478723,A
165.8181818,84.45478723,A
169.6969697,84.45478723,A
216.2424242,84.45478723,A
224,84.45478723,A
253.0909091,84.45478723,A
165.8181818,82.51329787,A
169.6969697,82.51329787,A
171.6363636,82.51329787,A
181.3333333,82.51329787,A
216.2424242,82.51329787,A
251.1515152,82.51329787,A
297.6969697,82.51329787,A
299.6363636,82.51329787,A
163.8787879,80.57180851,A
173.5757576,80.57180851,A
177.4545455,80.57180851,A
179.3939394,80.57180851,A
251.1515152,80.57180851,A
297.6969697,80.57180851,A
161.9393939,78.63031915,A
163.8787879,78.63031915,A
175.5151515,78.63031915,A
177.4545455,78.63031915,A
179.3939394,78.63031915,A
251.1515152,78.63031915,A
299.6363636,78.63031915,A
144.4848485,76.68882979,A
163.8787879,76.68882979,A
179.3939394,76.68882979,A
220.1212121,76.68882979,A
251.1515152,76.68882979,A
255.030303,76.68882979,A
299.6363636,76.68882979,A
163.8787879,74.74734043,A
179.3939394,74.74734043,A
181.3333333,74.74734043,A
251.1515152,74.74734043,A
276.3636364,74.74734043,A
278.3030303,74.74734043,A
317.0909091,74.74734043,A
138.6666667,72.80585106,A
163.8787879,72.80585106,A
181.3333333,72.80585106,A
183.2727273,72.80585106,A
189.0909091,72.80585106,A
276.3636364,72.80585106,A
278.3030303,72.80585106,A
301.5757576,72.80585106,A
142.5454545,70.8643617,A
185.2121212,70.8643617,A
276.3636364,70.8643617,A
280.2424242,70.8643617,A
303.5151515,70.8643617,A
305.4545455,70.8643617,A
142.5454545,68.92287234,A
187.1515152,68.92287234,A
189.0909091,68.92287234,A
276.3636364,68.92287234,A
299.6363636,68.92287234,A
305.4545455,68.92287234,A
307.3939394,68.92287234,A
309.3333333,68.92287234,A
311.2727273,68.92287234,A
313.2121212,68.92287234,A
315.1515152,68.92287234,A
142.5454545,66.98138298,A
187.1515152,66.98138298,A
282.1818182,66.98138298,A
319.030303,66.98138298,A
320.969697,66.98138298,A
138.6666667,65.03989362,A
140.6060606,65.03989362,A
142.5454545,65.03989362,A
163.8787879,65.03989362,A
191.030303,65.03989362,A
196.8484848,65.03989362,A
282.1818182,65.03989362,A
317.0909091,65.03989362,A
320.969697,65.03989362,A
140.6060606,63.09840426,A
142.5454545,63.09840426,A
144.4848485,63.09840426,A
185.2121212,63.09840426,A
192.969697,63.09840426,A
196.8484848,63.09840426,A
253.0909091,63.09840426,A
284.1212121,63.09840426,A
320.969697,63.09840426,A
322.9090909,63.09840426,A
142.5454545,61.15691489,A
161.9393939,61.15691489,A
187.1515152,61.15691489,A
191.030303,61.15691489,A
192.969697,61.15691489,A
253.0909091,61.15691489,A
284.1212121,61.15691489,A
322.9090909,61.15691489,A
142.5454545,59.21542553,A
161.9393939,59.21542553,A
196.8484848,59.21542553,A
216.2424242,59.21542553,A
220.1212121,59.21542553,A
253.0909091,59.21542553,A
286.0606061,59.21542553,A
291.8787879,59.21542553,A
322.9090909,59.21542553,A
326.7878788,59.21542553,A
138.6666667,57.27393617,A
142.5454545,57.27393617,A
161.9393939,57.27393617,A
165.8181818,57.27393617,A
194.9090909,57.27393617,A
216.2424242,57.27393617,A
218.1818182,57.27393617,A
274.4242424,57.27393617,A
286.0606061,57.27393617,A
322.9090909,57.27393617,A
144.4848485,55.33244681,A
161.9393939,55.33244681,A
194.9090909,55.33244681,A
196.8484848,55.33244681,A
216.2424242,55.33244681,A
253.0909091,55.33244681,A
255.030303,55.33244681,A
274.4242424,55.33244681,A
288,55.33244681,A
322.9090909,55.33244681,A
144.4848485,53.39095745,A
161.9393939,53.39095745,A
214.3030303,53.39095745,A
216.2424242,53.39095745,A
255.030303,53.39095745,A
288,53.39095745,A
322.9090909,53.39095745,A
140.6060606,51.44946809,A
142.5454545,51.44946809,A
161.9393939,51.44946809,A
196.8484848,51.44946809,A
216.2424242,51.44946809,A
256.969697,51.44946809,A
276.3636364,51.44946809,A
289.9393939,51.44946809,A
322.9090909,51.44946809,A
142.5454545,49.50797872,A
161.9393939,49.50797872,A
196.8484848,49.50797872,A
216.2424242,49.50797872,A
222.0606061,49.50797872,A
274.4242424,49.50797872,A
276.3636364,49.50797872,A
291.8787879,49.50797872,A
295.7575758,49.50797872,A
299.6363636,49.50797872,A
303.5151515,49.50797872,A
142.5454545,47.56648936,A
161.9393939,47.56648936,A
165.8181818,47.56648936,A
222.0606061,47.56648936,A
225.9393939,47.56648936,A
256.969697,47.56648936,A
276.3636364,47.56648936,A
291.8787879,47.56648936,A
293.8181818,47.56648936,A
295.7575758,47.56648936,A
320.969697,47.56648936,A
142.5454545,45.625,A
161.9393939,45.625,A
198.7878788,45.625,A
218.1818182,45.625,A
220.1212121,45.625,A
222.0606061,45.625,A
225.9393939,45.625,A
227.8787879,45.625,A
256.969697,45.625,A
274.4242424,45.625,A
276.3636364,45.625,A
295.7575758,45.625,A
297.6969697,45.625,A
320.969697,45.625,A
142.5454545,43.68351064,A
161.9393939,43.68351064,A
227.8787879,43.68351064,A
229.8181818,43.68351064,A
231.7575758,43.68351064,A
256.969697,43.68351064,A
276.3636364,43.68351064,A
299.6363636,43.68351064,A
142.5454545,41.74202128,A
161.9393939,41.74202128,A
200.7272727,41.74202128,A
233.6969697,41.74202128,A
237.5757576,41.74202128,A
239.5151515,41.74202128,A
276.3636364,41.74202128,A
299.6363636,41.74202128,A
313.2121212,41.74202128,A
319.030303,41.74202128,A
142.5454545,39.80053191,A
200.7272727,39.80053191,A
202.6666667,39.80053191,A
229.8181818,39.80053191,A
235.6363636,39.80053191,A
262.7878788,39.80053191,A
301.5757576,39.80053191,A
319.030303,39.80053191,A
142.5454545,37.85904255,A
163.8787879,37.85904255,A
202.6666667,37.85904255,A
235.6363636,37.85904255,A
303.5151515,37.85904255,A
142.5454545,35.91755319,A
202.6666667,35.91755319,A
297.6969697,35.91755319,A
303.5151515,35.91755319,A
317.0909091,35.91755319,A
142.5454545,33.97606383,A
163.8787879,33.97606383,A
303.5151515,33.97606383,A
305.4545455,33.97606383,A
315.1515152,33.97606383,A
317.0909091,33.97606383,A
142.5454545,32.03457447,A
163.8787879,32.03457447,A
165.8181818,32.03457447,A
204.6060606,32.03457447,A
235.6363636,32.03457447,A
258.9090909,32.03457447,A
262.7878788,32.03457447,A
278.3030303,32.03457447,A
299.6363636,32.03457447,A
305.4545455,32.03457447,A
315.1515152,32.03457447,A
317.0909091,32.03457447,A
142.5454545,30.09308511,A
163.8787879,30.09308511,A
202.6666667,30.09308511,A
258.9090909,30.09308511,A
260.8484848,30.09308511,A
276.3636364,30.09308511,A
278.3030303,30.09308511,A
299.6363636,30.09308511,A
307.3939394,30.09308511,A
313.2121212,30.09308511,A
140.6060606,28.15159574,A
206.5454545,28.15159574,A
208.4848485,28.15159574,A
218.1818182,28.15159574,A
235.6363636,28.15159574,A
255.030303,28.15159574,A
258.9090909,28.15159574,A
280.2424242,28.15159574,A
307.3939394,28.15159574,A
311.2727273,28.15159574,A
140.6060606,26.21010638,A
163.8787879,26.21010638,A
210.4242424,26.21010638,A
212.3636364,26.21010638,A
235.6363636,26.21010638,A
237.5757576,26.21010638,A
256.969697,26.21010638,A
309.3333333,26.21010638,A
311.2727273,26.21010638,A
202.6666667,24.26861702,A
208.4848485,24.26861702,A
214.3030303,24.26861702,A
235.6363636,24.26861702,A
256.969697,24.26861702,A
278.3030303,24.26861702,A
282.1818182,24.26861702,A
309.3333333,24.26861702,A
165.8181818,22.32712766,A
202.6666667,22.32712766,A
218.1818182,22.32712766,A
235.6363636,22.32712766,A
255.030303,22.32712766,A
138.6666667,20.3856383,A
165.8181818,20.3856383,A
220.1212121,20.3856383,A
235.6363636,20.3856383,A
284.1212121,20.3856383,A
138.6666667,18.44414894,A
142.5454545,18.44414894,A
222.0606061,18.44414894,A
229.8181818,18.44414894,A
253.0909091,18.44414894,A
138.6666667,16.50265957,A
161.9393939,16.50265957,A
222.0606061,16.50265957,A
231.7575758,16.50265957,A
253.0909091,16.50265957,A
284.1212121,16.50265957,A
138.6666667,14.56117021,A
224,14.56117021,A
231.7575758,14.56117021,A
233.6969697,14.56117021,A
251.1515152,14.56117021,A
253.0909091,14.56117021,A
284.1212121,14.56117021,A
167.7575758,12.61968085,A
225.9393939,12.61968085,A
231.7575758,12.61968085,A
237.5757576,12.61968085,A
247.2727273,12.61968085,A
249.2121212,12.61968085,A
136.7272727,10.67819149,A
142.5454545,10.67819149,A
152.2424242,10.67819149,A
167.7575758,10.67819149,A
225.9393939,10.67819149,A
227.8787879,10.67819149,A
247.2727273,10.67819149,A
284.1212121,10.67819149,A
136.7272727,8.736702128,A
142.5454545,8.736702128,A
144.4848485,8.736702128,A
152.2424242,8.736702128,A
154.1818182,8.736702128,A
158.0606061,8.736702128,A
245.3333333,8.736702128,A
138.6666667,6.795212766,A
144.4848485,6.795212766,A
150.3030303,6.795212766,A
154.1818182,6.795212766,A
165.8181818,6.795212766,A
245.3333333,6.795212766,A
280.2424242,6.795212766,A
282.1818182,6.795212766,A
