record_id,tail_length
2400,8.476206694
2456,7.78281539
2460,8.995813233
2525,10.55530026
2555,7.61070035
2589,10.15052453
2600,8.628475408
2622,8.680775495
2631,7.5881127
2635,8.100681642
2643,9.943852687
2653,10.57203403
2662,6.080077875
2667,10.76287694
2692,8.3568703
2695,6.999416953
2701,9.412664345
2715,8.168178527
2740,7.116601944
2790,10.6464566
2814,7.593768816
2901,7.971304459
2902,7.822259499
2906,10.477675
2975,7.299661754
2981,9.972735876
3033,6.037510463
3035,7.897015714
3099,9.052153112
3107,7.813503045
3182,7.14100081
3236,7.420223466
3302,8.048107692
3388,8.79723565
3454,7.363381484
3456,8.028922844
3525,9.606657953
3547,7.282831612
3550,6.275917588
3564,7.966743652
3566,7.447954165
3569,6.931208013
3580,9.639926699
3738,8.451521561
3741,7.20719185
3781,10.87214157
3790,9.268076724
3867,8.950594455
3877,7.85396081
3889,9.576377811
3897,10.04362496
3899,7.397682587
3901,8.805774888
3947,8.16952107
3960,10.82934713
3979,6.396935068
3998,8.46273761
4004,9.105685702
4198,9.591136675
4238,10.90788611
4243,8.856198882
4251,6.093180903
4268,7.737057719
4271,8.795025035
4276,10.55532438
4306,9.178718236
4317,8.786343715
4320,10.25376154
4341,7.68614477
4347,7.614454312
4452,9.142584345
4482,9.242096198
4520,10.48229428
4548,8.037829437
4685,8.70601199
4693,9.358280085
4714,8.532815567
4952,9.002261481
5044,8.862274232
5063,8.399708914
5167,7.634534283
5288,8.674833506
5483,10.11377823
6006,9.016111872
6184,10.94224397
6470,7.28724828
6474,9.626544031
6491,6.387513448
6520,6.556559213
6523,9.258835285
6528,10.16839455
6549,9.81385335
6553,9.86974465
6824,6.027388976
6832,10.42992533
6837,8.333845957
6842,10.16715114
6889,9.87149133
6939,9.430572476
6944,10.43831627
6945,9.273024961
7061,9.326315546
7080,8.503824634
7246,10.10509219
7294,7.348994815
7402,9.902350123
7420,6.048981257
7553,8.014392096
7558,10.30421524
7715,7.424924734
7723,10.55766874
7735,7.158617998
7884,9.01234172
7895,7.973643573
7916,7.571654992
8125,10.13887538
8235,6.919201024
8339,8.561531074
8359,8.887450303
8413,10.15719677
8494,9.757817518
8631,6.90137837
8656,10.71118227
8800,6.665581821
8903,8.841136559
8954,6.653846227
8961,9.338334759
9034,10.50972102
9133,6.988978518
9156,6.899654366
9180,8.681766485
9182,6.569167623
9269,7.239554767
9452,9.501981713
9572,9.848071222
9672,6.152939989
9762,8.722846507
9767,10.71149983
9873,9.786941454
9880,8.911294654
9894,6.709961603
9901,9.287467685
9920,7.332533655
9980,9.562563647
9984,9.762902187
10001,7.81448787
10004,6.53991287
10006,8.701279724
10021,10.09978422
10031,6.047472292
10092,8.971272318
10109,10.99305482
10114,7.412730059
10254,8.430915907
10277,7.738999786
10290,6.319162426
10318,7.731721997
10354,10.55206056
10363,6.856808109
10366,6.261152654
10411,9.230778627
10415,6.553696734
10421,9.697687992
10430,6.033321984
10447,10.44695155
10500,7.326862827
10517,8.785561283
10518,8.282226458
10532,6.764786709
10595,8.967573561
10600,10.27349925
10603,7.702129424
10610,7.49789216
10621,10.99798982
10623,9.337566165
10686,10.02542394
10693,10.51526486
10716,7.296005497
10784,10.95418721
10802,8.611973938
10804,10.53078419
10899,7.183052488
10909,8.110211195
10920,10.85869797
11013,9.266140271
11015,9.599456174
11063,6.943369728
11074,10.37009405
11092,6.721338307
11148,8.06027364
11150,7.717618224
11161,10.33985679
11186,6.496906535
11187,7.635543244
11197,8.484120758
11210,8.853355606
11284,8.32801605
11291,7.83089545
11304,6.748244822
11305,10.52466565
11316,7.739809425
11327,7.379014923
11387,9.330792791
11388,7.951324029
11391,10.51707315
11408,10.59287418
11421,6.278659228
11489,7.823266008
11514,6.211256534
11515,6.00970235
11535,7.158369296
11584,8.730930515
11595,9.718405728
11600,8.947619623
11608,8.583698726
11684,7.203441224
11695,6.60295974
11722,10.39458992
11772,9.221793656
11784,9.765997778
11788,10.35649047
11791,6.049042151
11841,10.69001938
11862,8.277611747
11920,8.316790062
12011,9.433280499
12014,8.701964758
12056,10.63993368
12117,10.01366612
12137,7.424203459
12138,9.519857068
12234,10.98480755
12249,10.26691495
12389,10.12391768
12394,10.28913917
12407,6.353985665
12419,8.192035116
12439,9.675937332
12533,8.793753139
12535,10.09903968
12545,7.36810977
12676,7.281036488
12764,9.742959289
12780,10.70434576
12966,8.10408637
12972,7.043730464
13112,7.023267916
13145,7.486016131
13167,10.53957471
13267,9.737155987
13481,9.605984071
13589,6.15107002
13757,6.977365004
13820,7.121724643
13822,10.85749531
13920,9.548559394
13922,10.23719337
13935,7.805185348
14098,6.843069099
14104,6.37166188
14119,7.201642806
14123,6.308193743
14134,6.407264063
14258,10.51568723
14279,10.69930127
14322,7.97472717
14423,9.475904869
14491,7.818214607
14540,6.946487096
14603,10.28679004
14697,8.423663122
14787,7.101875318
14794,7.540130931
14797,7.840538785
14889,7.770425097
14988,10.55129157
16292,7.866965782
16377,9.123688258
17298,10.32172555
17320,6.14345583
17331,10.54331648
17910,9.4200791
17915,7.860669361
17973,10.43242764
18096,9.495706198
18193,7.571476641
18201,8.011653144
18654,8.6343014
18743,8.125217223
18821,9.111502405
19378,8.389188212
19427,9.702360988
19539,7.401377161
19806,7.891757685
19866,9.666691084
20856,8.973473357
21167,7.563010259
21215,10.07452943
21223,7.610496955
21269,7.42376235
21275,10.56981207
21284,6.789244418
21325,10.12310364
21385,6.499743108
21435,6.237303838
21442,8.767797787
21448,8.111752954
21502,10.23608302
21505,9.882503486
21555,9.073123207
21560,10.39226019
21708,7.065777426
21757,8.632791607
21814,9.83625406
21879,8.961106172
21940,10.7513766
22003,6.563538225
22042,7.35121966
22044,7.33367156
22105,7.191141242
22109,7.932288222
22168,6.996895564
22250,10.83163725
22368,8.2112846
22375,10.64627528
22444,8.552766587
22550,10.92042033
22560,9.681086801
22689,6.950514895
22842,7.309061695
22853,6.851420807
22865,7.425347626
22880,6.348727815
22896,10.08658543
22997,10.97411962
23002,8.970445649
23003,6.30385039
23041,7.601339852
23044,9.424395393
23115,6.026812096
23117,6.636291875
23120,9.846020325
23136,8.014871741
23144,10.115412
23156,9.938292136
23169,10.10255185
23220,8.433051713
23225,8.649629426
23234,6.888062055
23237,6.917221275
23243,6.211078266
23257,8.752846947
23341,9.499004355
23345,8.483967076
23357,7.5891751
23365,9.052593983
23368,9.405935017
23403,8.237845901
23498,10.85784232
23519,9.025097287
23522,8.843094429
23549,8.124337497
23565,7.506414679
23645,10.81186305
23650,8.084539208
23687,8.154194819
23703,6.918504015
23895,9.588710318
23899,9.323923312
23902,8.322361947
23904,7.662618913
23922,6.58024412
23929,9.985523381
23936,10.65052409
24027,8.012599146
24045,10.52822262
24197,7.373183205
24292,8.426679413
24306,6.861459228
24393,9.788819984
24396,6.949727731
24407,10.19991105
24443,6.20006364
24537,9.216073499
24546,8.269312032
24549,8.991591874
24553,7.712559125
24681,6.290838168
24682,9.375055193
24694,9.672370298
24822,8.130208836
24844,6.304510471
24939,7.650763518
24947,10.17181467
25014,7.650197253
25164,6.762280023
25175,9.372976722
25181,10.7478003
25183,7.49459566
25193,10.9803861
25197,9.756232006
25211,10.0222748
25214,10.75857134
25217,10.33174059
25422,10.19050672
25446,8.419129594
25720,8.094436906
25944,6.411654002
26259,8.215946744
26567,10.08663032
26773,10.92490643
27005,7.15820966
27212,7.630798146
27240,9.856179583
27293,10.37734019
27444,8.273442209
27458,8.713817883
27559,6.938001502
27567,9.754514756
27686,9.690520253
27701,9.691793544
27702,7.610629385
27704,7.674481123
27715,7.741797291
27747,9.907951317
27753,9.181269283
27776,7.8501939
27778,9.462913876
27862,8.161527986
27884,7.440923682
27896,8.085434664
27909,6.459896316
28019,10.34965292
28065,8.541427121
28067,10.97600209
28177,8.22356331
28184,7.625929514
28323,8.261005091
28550,7.837182972
28554,7.517738426
28561,7.658132304
28660,9.464409098
28663,10.81088448
28798,7.669348517
28799,8.780521959
28921,6.807887468
28926,9.552613066
29036,10.83876321
29037,10.34558573
29168,6.335920136
29308,8.782002587
29311,9.081864903
29431,6.573324733
29434,6.77437756
29577,7.58974387
29704,9.188017198
31215,10.96770702
31386,10.79092817
31515,7.028969887
31632,6.392597113
31718,8.340609654
31792,7.054221739
31858,8.826063788
31859,10.97182302
31860,7.045890921
31861,6.700500759
31945,7.355085995
31948,6.877396658
32380,7.093148035
32386,6.463381518
32601,8.848600439
32604,8.005700808
32605,7.460350547
32607,10.37619964
32822,9.036182831
32827,10.2300657
32828,7.25535073
33027,10.0875965
33035,8.129607744
33232,7.381476548
33234,8.604356719
33329,10.4843324
33336,8.703459022
33410,9.9517422
33579,8.843703425
33580,7.85183673
33581,7.900821588
33842,6.400223389
33844,10.78933295
33958,6.802443867
34192,10.98131012
34428,9.983928276
34672,10.84240863
34985,6.642535416
34987,10.38973131
35210,6.399399429
35397,6.928336749
69,7.324876075
432,8.828087959
532,9.921706983
590,6.416650377
650,9.071344573
652,9.983529244
833,9.465703112
995,9.570286043
1351,7.80608376
2051,10.73680967
2167,6.460217783
2536,8.174229926
2883,8.537472405
2900,9.21131067
4283,8.165321101
6457,6.057670542
6518,8.437480879
7040,10.8689127
7784,6.658510685
21031,6.838371593
23912,7.132535511
7,6.237064688
238,6.682541227
279,7.489114678
517,6.491566157
604,8.034218456
671,7.291740749
673,6.427523891
1283,9.265181242
1301,10.07473897
1467,8.716133042
1603,8.527690454
2457,10.29963397
2530,8.667412185
5071,10.91218695
5074,10.1413529
5076,7.601911219
5178,7.597173105
5184,7.216412536
5192,6.152508543
5196,6.167914096
5301,6.727192004
5321,10.54931909
5322,9.394828723
5484,7.478646934
5487,6.112037642
5490,8.185956709
5493,8.32226099
5544,10.61610676
5562,10.42066855
6215,9.166223468
6496,7.411422135
7087,9.950625092
7311,9.28163154
7417,7.964255332
7440,9.316699781
7578,6.026431083
7742,7.419198788
9561,6.710659121
9777,6.000503125
9780,9.55045272
9999,9.751032802
10018,7.856231005
11083,10.1716288
11084,6.996725895
11207,9.536052704
11315,9.502516266
11948,8.133799848
12280,6.919774633
12288,6.191896906
12459,7.912667342
12589,10.36582994
12731,7.248439003
13010,9.185537837
13103,6.323572024
13148,7.128400676
13309,10.57700579
13332,10.59890246
13463,8.899058957
13611,9.741144735
13780,9.779046849
13787,9.722261406
13791,6.533353335
13831,7.6969096
13960,7.135068957
13963,7.605636509
13986,7.501106707
13992,6.487961516
14183,9.172831479
14301,8.681659259
14428,10.14889837
14430,10.63164024
14516,8.114385741
14624,6.934731478
14630,10.85740238
14820,9.387582328
14822,8.902534588
14841,8.231363276
15106,8.52250516
15130,9.327214563
15132,7.047746206
15136,6.253330973
15267,7.605084442
15431,9.369269859
15750,9.097734017
15772,9.899620693
15853,9.357063708
16498,7.275186597
16693,8.204166187
16709,7.054326454
16816,8.471289536
16847,9.143715998
16955,6.460873436
17085,7.995132776
19041,8.832183643
19394,7.538257555
19426,10.70697101
19429,8.746676365
19562,10.98100147
19580,10.81034878
19657,6.814635648
19661,6.337585732
19671,9.253934414
19673,10.52515199
19800,10.78602516
19818,9.718627841
19895,9.16101498
20354,10.29314264
20607,10.89469823
23258,6.437461144
23260,9.560240978
23379,6.240394013
23393,6.343456257
23396,6.904237849
23399,8.132925227
23504,8.814752624
23547,8.496725175
23583,9.293760625
23598,8.283674146
23658,8.066879906
23716,6.362196806
23729,7.943145313
23944,7.496429533
23945,7.303727775
24711,6.053066214
24714,6.91390504
24992,8.079498484
25277,6.638798364
25280,10.36997543
25494,9.290472865
26022,8.339953167
27214,6.738215273
29035,8.557083286
31520,10.10764066
32815,6.033975675
33032,8.893901534
33036,10.89143595
33228,6.001914814
33231,10.70608009
33331,10.01577809
33411,6.408876151
33953,10.88909329
33963,7.20713598
34194,8.13355844
34426,10.04684922
35201,7.456330828
35209,6.597022389
220,6.827912904
247,10.1312005
585,6.977266774
657,9.145967012
731,6.632204324
749,10.65114594
835,6.781707783
912,10.7033227
934,7.304806407
993,6.636019632
1151,9.947664286
1266,8.268584172
1365,7.771056253
1673,10.49053606
1922,8.755957643
3008,9.322142466
3009,7.007126265
3010,7.281656947
3034,10.76249299
3083,7.764118435
3380,8.214435808
3457,9.873675728
3505,10.77900513
3546,7.379937341
3778,9.069997858
3869,7.910637618
3875,8.524747808
3958,10.13482318
3973,7.428939993
3976,9.771429955
3977,10.14678437
3980,9.149106537
4190,7.936535842
4203,9.511754024
4216,9.692242645
4221,10.09920076
4225,7.760441812
4230,7.150449209
4233,8.023990828
4248,7.860879087
4299,8.283741498
4334,7.141230394
4447,7.574037252
4449,7.963898056
4514,10.46608854
4517,6.844258694
4648,10.59104537
4858,6.790250017
4948,7.176620664
5013,9.771410121
5027,7.740449747
5164,6.671616886
5173,10.57653783
5270,6.107872928
5282,9.195272379
5467,8.578585142
5471,7.559052974
5472,7.697044203
5474,10.66605508
5514,8.099215195
5523,8.256616815
5532,9.717655702
5767,6.586385621
5775,9.547579738
5777,8.590608845
5921,6.566289107
5934,9.535795782
6176,6.45909188
6435,7.218866148
6532,6.368068365
6788,8.077938336
6827,7.900270963
6836,6.63727663
6865,10.2218833
6868,6.617618947
6891,9.713739594
6916,10.64041988
7046,9.721120126
7260,9.538231798
7378,7.637656043
7564,7.870873908
7600,6.769380722
7730,10.93227809
7891,8.697034236
8001,6.468653125
8224,6.327391033
8241,8.029748647
8347,7.464260786
8355,6.007889932
8373,10.9321156
8479,10.67140469
8499,9.756980248
8511,7.749472794
8515,7.92927647
8627,7.213415453
8654,9.42522844
8883,8.96174559
9892,8.290982982
10294,8.808330369
10441,9.187699345
10503,10.97925458
10604,8.151637463
11858,6.342534905
11923,8.827073034
12020,8.995369682
12123,8.584850717
12251,7.217801162
12404,6.68629991
12557,9.948048385
12688,7.466776455
12790,9.499139136
12981,9.512966211
13123,10.75328564
13420,10.04328408
13587,6.140851777
14409,10.36375906
26304,10.04532896
26571,6.742826329
26792,10.26481702
26980,7.365589644
27163,9.41063204
27306,9.788839837
27426,10.90572691
27553,9.119408685
28013,9.114621768
28166,7.36596471
28552,6.816193286
28658,7.233272527
28800,10.21109731
28927,10.66704234
29038,10.16421047
29167,6.806270841
29313,7.082917763
29433,10.92964687
29436,7.877910738
29573,8.451886071
29706,8.884072188
18,6.263020898
933,7.343687443
1294,9.41124902
1898,10.20957918
6148,6.274812875
8405,8.651930639
13472,9.329931221
13475,9.744652668
13576,9.996019798
16400,6.904478428
16729,8.380016641
17870,6.254475322
18646,8.26776913
18848,7.478471268
18920,8.694479737
19038,7.043468282
19102,8.565297149
19947,6.114736567
19950,6.942821247
19965,7.318517871
20041,9.630937566
20243,6.742997662
21510,10.88191341
21723,9.228525915
21726,8.96431569
21764,6.854495114
21810,8.540982016
22381,10.91251314
22440,8.020098667
22441,7.608534401
22446,9.558673059
22449,7.968105999
22464,10.71863845
22542,6.453046979
22546,8.141002627
22557,7.514355595
22663,8.871122467
22669,9.663291297
22672,8.437538764
22673,9.988676405
22682,6.710346603
22691,10.88536381
22692,9.832941209
22696,10.13513986
22727,10.68124007
22831,9.050984897
22836,9.533828796
22851,9.740553139
22878,6.864019532
22886,8.316253155
22910,9.602013326
23028,6.762188419
23353,6.98954053
23501,10.88113288
23594,6.892284098
23676,6.606038554
23892,8.342576688
23913,8.392757749
24039,7.80720993
24048,9.24951182
24172,9.954251278
24185,10.76739042
24217,10.08344806
24307,7.521791205
24318,10.21821989
24418,7.888447892
24435,9.3957914
25430,7.081005292
25453,6.530273287
25474,6.018924841
25477,6.411820413
25480,10.85807096
25522,7.100843042
25529,8.08081497
25695,10.02247073
25727,6.594240227
25753,10.32563282
25779,6.51876551
25977,6.607705413
25991,9.122542907
25994,8.85478349
26446,9.530666655
26476,9.585950712
26576,10.54396042
26586,10.08482087
26627,9.821528184
26789,9.700521924
27690,10.87364765
27725,9.450983459
27763,10.16636341
27768,6.084848368
27875,7.932491979
27894,10.78945578
28030,6.430777771
28054,8.690520399
28069,6.968426333
28193,10.4250083
28228,7.40092141
28324,8.127385999
28327,8.311985125
28329,8.68976838
28553,6.954357071
28559,6.68691743
28562,6.930686156
29437,8.253224785
29574,10.92446269
29576,8.720164986
29702,10.44687653
29822,10.18727827
29862,7.517109576
29863,9.916166393
29947,6.476957872
29948,6.708981549
29949,10.89399616
30064,7.449120786
30069,6.626564864
30170,7.271122212
30301,6.407952806
30302,9.330918855
30304,9.406075672
30306,9.106416076
30431,10.49305679
30432,8.351593912
30434,6.043853439
30439,6.930720775
30608,10.58163483
30609,9.341030704
30733,8.909952229
30740,10.33924918
30913,7.920989895
30915,8.811134027
31106,9.959979838
31107,9.629197802
31108,6.792351061
31204,10.31578389
31207,6.640164285
31208,9.943675223
31209,9.30913724
31211,10.01706388
31214,9.106356107
31387,7.875924874
31389,10.10843891
31944,9.377733298
31947,8.213853182
32162,7.32501562
32163,9.869366621
32164,10.37433746
32378,9.05954874
32379,10.57026206
32381,8.804373709
32387,8.42702669
32388,9.968740221
32599,6.572439526
32606,7.495767036
32608,7.557157515
32609,8.944552863
32819,6.722575751
32824,6.848388922
32830,9.272341191
33034,9.653857491
33226,10.67760673
33412,8.059823972
33578,10.63343134
33584,7.63751062
33843,8.207700791
33845,8.929523055
33846,9.111465003
33957,10.3396543
33959,9.429881411
33965,8.719085102
34193,8.657689563
34197,9.107203963
34423,10.58958555
34425,10.96119966
34430,8.979944312
34432,8.280533797
34433,9.741488332
34434,6.811994039
34673,9.635453902
34773,10.54948684
34774,9.402035309
34781,7.384964562
34984,6.365107445
34988,6.563376216
35202,7.545916646
35401,9.24790162
35408,8.786246222
16298,10.78237913
16513,10.49109715
16699,6.737318634
17327,8.971632533
26608,9.997357853
26640,10.15605716
30738,6.371032294
31111,8.373998773
32044,7.491873842
32165,6.250745906
32816,10.26952323
33029,9.937832753
33413,10.57165835
33839,10.46361161
34990,6.572381594
355,7.660250279
431,6.962159503
446,8.569668025
452,10.12897596
534,10.74898779
598,9.065123732
603,7.126406315
663,8.431676909
670,7.279134379
732,7.640778808
918,8.540308988
1472,6.110563812
1541,8.129648919
1584,9.652385215
1594,9.505805971
1924,8.135240731
2003,9.870295073
2011,10.13612158
2050,6.378703064
2054,8.302087673
2392,9.13450912
3232,9.42970074
3311,9.918261501
3528,7.415035785
3587,7.336066986
3740,8.463212607
4315,10.46067352
4956,9.59147449
4958,10.70384369
5018,6.273167812
5020,10.28911778
5305,7.414618691
6162,10.94794221
6562,6.775942159
6809,10.57792038
6928,10.61319053
7058,9.790796268
7270,8.320358109
8127,8.299464662
8148,10.57663261
8372,9.605079378
8490,7.712185633
8506,6.58550032
8650,9.363862389
8670,10.15320047
9544,6.932897814
9789,7.376609713
10827,8.112019542
10946,8.119401324
10953,7.364496157
10956,6.52052947
13484,6.81894194
13607,6.830948999
13637,8.87859088
14288,8.143586305
14416,6.888118
14521,6.310889214
14736,9.1305221
14903,9.858168948
15099,8.16414752
15134,7.69533588
15646,6.858939131
16411,8.929674543
16704,6.2863927
16708,7.248689117
16849,8.780225887
16961,6.414192632
17545,6.766481083
17918,10.03132375
17997,8.142601307
18000,6.894706895
18094,10.43439054
18117,9.289554503
18228,10.42612719
18232,8.118030807
18343,7.406743148
18347,8.130899318
18375,6.564335621
18468,10.35598792
18733,8.544202065
18839,6.177480973
18909,10.61329248
18911,6.124468452
19017,8.947988778
19019,6.439356456
19040,9.801794013
19124,9.972859818
19136,10.53642125
19223,9.698896091
19238,10.42212082
19251,10.65270207
19436,7.482918898
19439,9.673710147
19576,8.426919076
19639,7.188862799
20014,9.848845663
20020,7.313524864
20024,10.30070729
20036,9.666141181
20205,7.026563204
20462,10.50483933
20728,6.524069949
21340,6.488090501
21400,10.15653883
21492,9.060550491
21494,7.856254917
21577,7.808331304
22566,10.8721002
22719,6.819525849
23038,10.92588376
23151,8.086717908
23164,6.209414102
24176,6.499950696
24413,9.641961463
24426,7.214904207
24705,9.651796145
24806,9.573949928
24825,8.249314443
24981,8.642552946
25206,6.791394006
25233,9.40990811
25261,10.52686498
25486,6.0163057
25761,10.6437396
25839,7.739410323
25973,9.593306957
26015,6.152085434
26341,8.772282733
26507,7.63404424
26565,8.442621405
26604,6.790938893
26613,9.978024209
26808,10.96267683
26842,9.551616606
27192,9.959444134
27221,10.85528761
27323,9.565981544
27343,8.975237867
27438,8.15019883
27461,10.47602839
27727,8.157845377
27780,8.335854326
28555,8.691242696
28557,10.79998082
28656,9.396476787
28659,10.2421984
28664,8.443317568
28666,8.265526982
28803,9.799829313
28923,10.55641233
28924,7.442613876
28925,7.459122739
29030,10.22873676
29031,6.622781179
29034,7.402775488
30912,8.6045946
31213,10.96616888
31384,9.234933617
31388,10.50211589
31519,10.27421452
31521,9.430412028
31627,9.331714626
31628,6.588017878
31630,8.781097738
31715,8.713230161
32383,7.938283852
32384,10.11106451
32385,10.17159144
32389,9.499171325
32390,6.589157366
32598,6.605545624
32602,10.03072157
32818,6.517796468
32820,10.09913281
32821,7.105553379
32823,8.349187909
32829,8.32487954
33028,10.32408097
33033,9.398904867
33227,9.942100388
33229,6.776971111
33326,10.60001379
33327,10.85475757
33328,9.65875753
33332,9.871954293
33333,9.87904566
33334,10.4500425
33585,6.479407732
33838,6.783108426
33840,9.875226279
33952,10.35171796
34983,10.4375905
35204,7.821871419
35395,8.417000734
2384,9.935293962
2458,9.997465494
2459,7.282714879
2562,10.72935072
2606,10.20562787
2615,10.19112537
3453,7.042119953
3455,10.51188901
3739,9.505447162
3797,10.03072498
3885,9.724005438
3902,8.034987907
4193,7.177810362
4257,7.385407218
4287,10.678249
4318,7.718578237
5177,6.716527498
5475,8.997205541
5585,6.695562429
5814,6.059152464
5954,8.527042327
6047,6.51182923
6201,10.43819744
6508,6.115156388
6592,10.75447845
6867,8.515241506
6905,10.76558652
6912,10.63139476
7116,10.84518733
7119,9.721449479
7263,10.5046585
7281,7.786459362
7407,9.804581834
7414,6.638045795
7566,6.501510352
8522,8.752371858
8887,6.094101792
9152,10.05360466
9164,6.806585336
9514,10.11583618
9590,8.732745346
9682,6.689064689
9694,7.518957145
9754,8.145448796
9785,9.883422399
9907,9.239124226
9913,10.84252239
10094,9.888304896
10102,7.928932032
10123,7.154352402
10308,7.451461234
10357,10.38117012
10445,7.26788763
10515,8.257341699
10528,10.82118105
10599,6.128026061
10615,7.656614993
10695,7.184029654
10706,8.868408638
10951,7.402531845
11209,6.667106459
11308,6.696267824
11622,6.714942337
12051,8.378016916
12063,10.83090635
12066,6.973112911
12146,6.053205844
12275,6.416000729
12433,9.038193365
12446,8.32140414
12543,9.838377524
12606,8.813034778
12702,10.43730479
12707,9.245601188
12789,7.423961287
12854,7.62809698
13007,9.251720978
13018,6.750657463
13164,10.60306605
13171,9.706926657
13291,7.493858637
13325,9.647557555
13431,8.840386825
13455,9.827262757
13617,10.67925373
